participant,domain,A,B,C,D,rating
59,artifact,1,0,1,0,4
59,artifact,1,0,1,1,3
59,artifact,1,1,0,0,1
59,artifact,1,1,0,1,3
59,artifact,1,1,1,0,6
59,artifact,1,1,1,1,6
60,artifact,0,0,0,0,0
60,artifact,0,0,0,1,0
60,artifact,0,0,1,0,3
60,artifact,0,0,1,1,3
60,artifact,0,1,0,0,0
60,artifact,0,1,0,1,2
60,artifact,0,1,1,0,3
60,artifact,0,1,1,1,4
60,artifact,1,0,0,0,0
60,artifact,1,0,0,1,1
60,artifact,1,0,1,0,3
60,artifact,1,0,1,1,2
60,artifact,1,1,0,0,1
60,artifact,1,1,0,1,3
60,artifact,1,1,1,0,5
60,artifact,1,1,1,1,6
61,artifact,0,0,0,0,0
61,artifact,0,0,0,1,0
61,artifact,0,0,1,0,2
61,artifact,0,0,1,1,4
61,artifact,0,1,0,0,1
61,artifact,0,1,0,1,3
61,artifact,0,1,1,0,3
61,artifact,0,1,1,1,5
61,artifact,1,0,0,0,2
61,artifact,1,0,0,1,1
61,artifact,1,0,1,0,5
61,artifact,1,0,1,1,6
61,artifact,1,1,0,0,4
61,artifact,1,1,0,1,3
61,artifact,1,1,1,0,6
61,artifact,1,1,1,1,6
62,artifact,0,0,0,0,0
62,artifact,0,0,0,1,0
62,artifact,0,0,1,0,0
62,artifact,0,0,1,1,1
62,artifact,0,1,0,0,0
62,artifact,0,1,0,1,0
62,artifact,0,1,1,0,6
62,artifact,0,1,1,1,6
62,artifact,1,0,0,0,0
62,artifact,1,0,0,1,0
62,artifact,1,0,1,0,1
62,artifact,1,0,1,1,0
62,artifact,1,1,0,0,3
62,artifact,1,1,0,1,3
62,artifact,1,1,1,0,6
62,artifact,1,1,1,1,6
63,artifact,0,0,0,0,0
63,artifact,0,0,0,1,0
63,artifact,0,0,1,0,6
63,artifact,0,0,1,1,6
63,artifact,0,1,0,0,0
63,artifact,0,1,0,1,3
63,artifact,0,1,1,0,6
63,artifact,0,1,1,1,6
63,artifact,1,0,0,0,0
63,artifact,1,0,0,1,0
63,artifact,1,0,1,0,6
63,artifact,1,0,1,1,3
63,artifact,1,1,0,0,6
63,artifact,1,1,0,1,6
63,artifact,1,1,1,0,6
63,artifact,1,1,1,1,6
64,artifact,0,0,0,0,0
64,artifact,0,0,0,1,0
64,artifact,0,0,1,0,2
64,artifact,0,0,1,1,1
64,artifact,0,1,0,0,1
64,artifact,0,1,0,1,1
64,artifact,0,1,1,0,4
64,artifact,0,1,1,1,5
64,artifact,1,0,0,0,1
64,artifact,1,0,0,1,3
64,artifact,1,0,1,0,5
64,artifact,1,0,1,1,4
64,artifact,1,1,0,0,4
64,artifact,1,1,0,1,4
64,artifact,1,1,1,0,6
64,artifact,1,1,1,1,6
65,artifact,0,0,0,0,0
65,artifact,0,0,0,1,3
65,artifact,0,0,1,0,3
65,artifact,0,0,1,1,3
65,artifact,0,1,0,0,1
65,artifact,0,1,0,1,0
65,artifact,0,1,1,0,3
65,artifact,0,1,1,1,3
65,artifact,1,0,0,0,3
65,artifact,1,0,0,1,3
65,artifact,1,0,1,0,3
65,artifact,1,0,1,1,3
65,artifact,1,1,0,0,3
65,artifact,1,1,0,1,1
65,artifact,1,1,1,0,6
65,artifact,1,1,1,1,6
66,artifact,0,0,0,0,0
66,artifact,0,0,0,1,3
66,artifact,0,0,1,0,0
66,artifact,0,0,1,1,3
66,artifact,0,1,0,0,0
66,artifact,0,1,0,1,3
66,artifact,0,1,1,0,1
66,artifact,0,1,1,1,3
66,artifact,1,0,0,0,0
66,artifact,1,0,0,1,3
66,artifact,1,0,1,0,0
66,artifact,1,0,1,1,3
66,artifact,1,1,0,0,0
66,artifact,1,1,0,1,3
66,artifact,1,1,1,0,3
66,artifact,1,1,1,1,6
